Input,Output,Hidden,Target_p,H,p,FtBin,Parse,Iamb,FootNonfin,Nonfin_ft,WordFootRight,WordFootLeft,AllFeetRight,AllFeetLeft,MainRight,MainLeft,WSP_ft
[L L L L L L L],[L1 L2 L2 L2 L L2 L2],[(L1) (L2) (L2) (L2 L) (L2) (L2)],0.0,-208.05,-0.73,-5.46,0.0,-3.39,-0.0,-0.0,0.0,0.0,-156.22,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L1 L2 L2 L L2 L],[(L2) (L1) (L2) (L2) (L L2) L],0.0,-208.34,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-164.9,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L2 L2 L L2],[(L2) (L2) (L1) (L2) (L2) L (L2)],0.0,-208.78,-0.73,-6.55,-0.0,0.0,-0.0,-0.0,0.0,0.0,-173.58,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L2 L L2 L],[(L2) (L1) (L2) (L2) L (L2) L],0.0,-209.43,-0.73,-5.46,-0.0,0.0,-0.0,0.0,-3.26,0.0,-164.9,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L2 L1 L L2],[(L2) (L2) (L2) (L2) (L1) (L L2)],0.0,-193.36,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-173.58,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L1 L L2 L2],[(L2) (L2) (L2) (L1) L (L2) (L2)],0.0,-192.94,-0.73,-6.55,-0.0,0.0,-0.0,-0.0,0.0,0.0,-164.9,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L L2 L2],[(L2) (L1) (L2) L L (L2) (L2)],0.0,-180.14,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L2 L L L],[(L2) (L2) (L1) (L2 L) L L],0.0,-186.11,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L2],[(L2) (L1) (L2 L) (L2) L (L2)],0.0,-182.43,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L L2 L2 L2 L],[(L2) (L1) L (L2) (L2) (L2 L)],0.0,-182.43,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L2 L L],[(L2) (L2) (L1) (L L2) L L],0.0,-182.73,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L2 L L L2],[(L2) (L2) (L1) (L2 L) (L L2)],0.0,-182.86,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L2 L2 L],[(L2) (L2) (L1) (L L2) (L2 L)],0.0,-182.86,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L2 L1 L L],[(L2) (L2) (L2) (L2) (L1 L) L],0.0,-183.07,-0.73,-4.37,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-164.9,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L2 L2 L L L2 L],[(L1) (L2) (L2 L) L (L2) L],0.0,-183.08,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L],[(L1) (L2 L) (L2) (L2) L L],0.0,-183.08,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L],[(L1) (L2) L (L2) (L2 L) L],0.0,-183.08,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L2 L2 L1 L L L2],[(L2) (L2) (L2) (L1) L L (L2)],0.0,-183.17,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-156.22,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L2 L],[(L1) (L2 L) (L2) (L2) (L2 L)],0.0,-183.21,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L2 L L2 L L2],[(L1) (L2) (L2 L) (L2 L) (L2)],0.0,-183.21,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L2 L1 L L2 L L],[(L2) (L2) (L1) L (L2) L L],0.0,-183.82,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L2 L L L2],[(L2) (L2) (L1) (L2 L) L (L2)],0.0,-183.95,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L2 L2 L],[(L2) (L2) (L1) L (L2) (L2 L)],0.0,-183.95,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L],[(L2) (L1) (L2) L (L2 L) L],0.0,-184.6,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L],[(L2) (L1) (L2 L) (L2) L L],0.0,-184.6,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L2 L],[(L2) (L1) (L2 L) (L2) (L2 L)],0.0,-184.73,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L2],[(L1) (L2) (L L2) (L2) (L L2)],0.0,-185.12,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L2 L2 L1 L L L],[(L2) (L2) (L2) (L1) L L L],0.0,-185.33,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-156.22,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L1 L2 L2 L L2 L L],[(L1) (L2) (L2 L) (L2 L) L],0.0,-185.38,-0.73,-2.18,-0.0,-6.77,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L2],[(L2) (L1) (L2) L (L2 L) (L2)],0.0,-182.43,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L2 L2 L1 L],[(L2) (L2) (L2) (L2) (L2) (L1 L)],0.0,-182.42,-0.73,-5.46,0.0,-3.39,-0.0,-0.0,0.0,0.0,-173.58,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L1 L L2 L2 L L],[(L2) (L1) L (L2) (L2) L L],0.0,-182.3,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L1 L2 L2 L L L2 L2],[(L1) (L2) (L2 L) L (L2) (L2)],0.0,-180.92,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L1 L L2 L2 L L2],[(L2) (L1) L (L2) (L2) L (L2)],0.0,-180.14,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L2 L L2],[(L2) (L2) (L1) L (L2) (L L2)],0.0,-180.56,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L2 L L2],[(L2) (L2) (L1) (L L2) L (L2)],0.0,-180.56,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L2 L L1 L],[(L2) (L2) (L2) (L2) L (L1) L],0.0,-180.78,-0.73,-5.46,-0.0,0.0,-0.0,0.0,-3.26,0.0,-164.9,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L2 L L2 L L2 L],[(L1) (L2) L (L2) L (L2) L],0.0,-180.79,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L2 L2 L L],[(L1) L (L2) (L2) (L2) L L],0.0,-180.79,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L2 L2 L2 L1 L L2],[(L2) (L2) (L2) (L2) (L1 L) (L2)],0.0,-180.91,-0.73,-5.46,0.0,-3.39,-0.0,-0.0,0.0,0.0,-164.9,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L2],[(L1) (L2 L) (L2) (L2) L (L2)],0.0,-180.92,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L2 L2 L2 L],[(L1) L (L2) (L2) (L2) (L2 L)],0.0,-180.92,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L2],[(L1) (L2) L (L2) (L2 L) (L2)],0.0,-180.92,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L1 L2 L L L2 L],[(L2) (L1) (L2) L L (L2) L],0.0,-182.3,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L L2 L2 L L],[(L2) (L1) (L L2) (L2) L L],0.0,-181.21,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L L2 L],[(L2) (L1) (L2) L (L L2) L],0.0,-181.21,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L L2 L2 L2 L],[(L2) (L1) (L L2) (L2) (L2 L)],0.0,-181.34,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L2],[(L2) (L1) (L2 L) (L2) (L L2)],0.0,-181.34,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L1 L L2 L],[(L2) (L2) (L2) (L1 L) (L2) L],0.0,-181.56,-0.73,-4.37,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-156.22,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L2 L L2],[(L2) (L2) (L1) L (L2) L (L2)],0.0,-181.65,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L1 L2 L2 L L L2 L],[(L1) (L2) (L2 L) (L L2) L],0.0,-181.99,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L],[(L1) (L2) (L L2) (L2 L) L],0.0,-181.99,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L2 L2 L1 L L L2],[(L2) (L2) (L2) (L1) L (L L2)],0.0,-182.08,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-156.22,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L1 L L2 L],[(L2) (L2) (L2) (L1) L (L2 L)],0.0,-185.46,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-156.22,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L1 L2 L2 L L L2 L2],[(L1) (L2) (L2) L (L L2) (L2)],0.0,-186.21,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L2 L],[(L1) (L2 L) (L2) (L2) (L2) L],0.0,-192.85,-0.73,-4.37,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L2],[(L1) (L2) L (L2) (L2) (L L2)],0.0,-186.21,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L1 L L2 L2 L2 L2],[(L2) (L1) L (L2) (L2) (L2) (L2)],0.0,-189.91,-0.73,-6.55,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L2 L],[(L2) (L1) (L2) (L L2) (L2 L)],0.0,-190.02,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L2 L L L2],[(L2) (L1) (L2) (L2 L) (L L2)],0.0,-190.02,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L2 L2 L2],[(L2) (L2) (L1) (L L2) (L2) (L2)],0.0,-190.33,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-156.22,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L2 L L L2],[(L2) (L2) (L1) (L2) L L (L2)],0.0,-190.33,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-156.22,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L1 L L2 L2 L2 L2 L],[(L1) L (L2) (L2) (L2) (L2) L],0.0,-190.56,-0.73,-5.46,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L2 L2],[(L1) (L2 L) (L2) (L2) (L2) (L2)],0.0,-190.69,-0.73,-5.46,0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L1 L L2 L2 L2 L],[(L2) (L1) (L L2) (L2) (L2) L],0.0,-190.98,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L],[(L2) (L1) (L2) L (L2) L L],0.0,-190.98,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L2 L L L2],[(L2) (L1) (L2) (L2 L) L (L2)],0.0,-191.11,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L2 L],[(L2) (L1) (L2) L (L2) (L2 L)],0.0,-191.11,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L2 L2 L2],[(L2) (L2) (L1) L (L2) (L2) (L2)],0.0,-191.42,-0.73,-6.55,-0.0,0.0,-0.0,-0.0,0.0,0.0,-156.22,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L1 L2 L2 L L2 L L],[(L1) (L2) (L2) L (L2 L) L],0.0,-191.76,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L2 L L2 L L],[(L1) (L2) (L2 L) (L2) L L],0.0,-191.76,-0.73,-3.27,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L2 L2 L1 L L2 L2],[(L2) (L2) (L2) (L1) (L L2) (L2)],0.0,-191.85,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-164.9,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L1 L2 L2 L L2 L2 L],[(L1) (L2) (L2 L) (L2) (L2 L)],0.0,-191.89,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L1 L L2 L2 L2 L],[(L2) (L1) L (L2) (L2) (L2) L],0.0,-192.07,-0.73,-5.46,-0.0,0.0,-0.0,0.0,-3.26,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L2 L2],[(L2) (L1) (L2 L) (L2) (L2) (L2)],0.0,-192.2,-0.73,-5.46,0.0,-3.39,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L L2 L2 L],[(L2) (L2) (L1) (L L2) (L2) L],0.0,-192.5,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-156.22,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L2 L L L],[(L2) (L2) (L1) (L2) L L L],0.0,-192.5,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-156.22,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L2 L L2 L],[(L2) (L2) (L1) (L2) L (L2 L)],0.0,-192.63,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-156.22,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L2 L2 L2 L1],[(L2) (L2) (L2) (L2) (L2) (L2) (L1)],0.0,-189.9,-0.73,-7.64,0.0,0.0,-0.0,-0.0,0.0,0.0,-182.25,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L],[(L2) (L1) (L2) (L L2) L L],0.0,-189.89,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L1 L2 L2 L L2 L L2],[(L1) (L2) (L2) L (L2 L) (L2)],0.0,-189.6,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L],[(L1) (L2) (L L2) (L2) L L],0.0,-188.38,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L2],[(L1) (L2) (L L2) (L2) L (L2)],0.0,-186.21,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L2 L1 L2 L L2 L],[(L2) (L2) (L1) (L2 L) (L2 L)],0.0,-186.24,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L2],[(L2) (L1) (L2) (L L2) (L L2)],0.0,-186.63,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L1 L2 L2 L L L2 L2],[(L1) (L2) (L2) L L (L2) (L2)],0.0,-187.3,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L2],[(L1) (L2) L (L2) (L2) L (L2)],0.0,-187.3,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L2 L2 L2 L2],[(L1) (L L2) (L2) (L2) (L2) (L2)],0.0,-187.3,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L2],[(L2) (L1) (L2) L (L2) (L L2)],0.0,-187.73,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L2],[(L2) (L1) (L2) (L L2) L (L2)],0.0,-187.73,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L1 L2 L2 L L L2 L],[(L1) (L2) (L2) L (L L2) L],0.0,-188.38,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L2 L2 L2 L2],[(L1) L (L2) (L2) (L2) (L2) (L2)],0.0,-188.39,-0.73,-6.55,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L2 L L2 L L2],[(L1) (L2) (L2 L) (L2) L (L2)],0.0,-189.6,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L2 L L2 L L2],[(L1) (L2) (L2 L) (L2) (L L2)],0.0,-188.51,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L2 L],[(L1) (L2) (L L2) (L2) (L2 L)],0.0,-188.51,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L1 L2 L L2 L L2],[(L2) (L1) (L2) L (L2) L (L2)],0.0,-188.82,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L1 L L2 L2 L2 L2],[(L2) (L1) (L L2) (L2) (L2) (L2)],0.0,-188.82,-0.73,-5.46,0.0,0.0,-0.0,-0.0,0.0,0.0,-147.54,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L2 L1 L2 L L L2],[(L2) (L2) (L1) (L2) L (L L2)],0.0,-189.24,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-156.22,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L1 L L2 L2 L2 L2 L],[(L1) (L L2) (L2) (L2) (L2) L],0.0,-189.47,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L L],[(L1) (L2) L (L2) (L2) L L],0.0,-189.47,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L2 L L L2 L],[(L1) (L2) (L2) L L (L2) L],0.0,-189.47,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L2 L2 L],[(L1) (L2) L (L2) (L2) (L2 L)],0.0,-189.6,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L2 L L L],[(L1) (L2) L (L2 L) L L],0.0,-164.63,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L L2 L2 L],[(L1) (L2 L) (L L2) (L2) L],0.0,-164.63,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-112.82,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L L2 L1 L2 L],[(L2 L) (L L2) (L1) (L2) L],0.0,-118.62,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L1 L2 L],[(L2) L (L2) (L2) (L1) (L2 L)],0.0,-152.26,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L L1 L2],[(L2) (L2) (L2) L L (L1) (L2)],0.0,-151.48,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-138.86,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L2 L2 L2 L2],[(L1) L (L L2) (L2) (L2) (L2)],0.0,-151.5,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L L L2 L2],[(L1) (L2) L L L (L2) (L2)],0.0,-151.5,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L2 L L2],[(L1) L (L2) L (L2) L (L2)],0.0,-151.5,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L1 L2 L2 L L2],[(L2 L) (L1) (L2) (L2 L) (L2)],0.0,-151.53,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L1 L L2 L L2 L2],[(L2) (L1 L) (L2 L) (L2) (L2)],0.0,-151.53,-0.73,-3.27,0.0,-6.77,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L1 L2 L L L2 L L2],[(L1) (L2 L) (L L2) (L L2)],0.0,-151.61,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L2 L L L2],[(L1) (L L2) (L2 L) (L L2)],0.0,-151.61,-0.73,-1.09,0.0,-3.39,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-42.98,0.0,0.0
